E01293	R00057	E01889
E01599	R00003	E00735
E01843	R00014	E01965
E01180	R00076	E00469
E01135	R00054	E01252
E01157	R00084	E00968
E00247	R00075	E00282
E00443	R00084	E00457
E01567	R00084	E00255
E00707	R00060	E01171
E00952	R00055	E01767
E01885	R00011	E00233
E01588	R00036	E01617
E01804	R00061	E01334
E01036	R00036	E00136
E01001	R00018	E01427
E00232	R00022	E00574
E01784	R00082	E01451
E01707	R00050	E01037
E01254	R00055	E01215
E01765	R00013	E01887
E01087	R00031	E01191
E00493	R00048	E00399
E00174	R00079	E01541
E00786	R00063	E01281
E00268	R00063	E01504
E00286	R00062	E00809
E01960	R00045	E01806
E00475	R00022	E01424
E01897	R00042	E00447
E00578	R00002	E00198
E01190	R00014	E01853
E01271	R00002	E01649
E01962	R00075	E01237
E00250	R00022	E00257
E01621	R00055	E00120
E01357	R00061	E01166
E01131	R00012	E00930
E01934	R00023	E01636
E00177	R00038	E01015
E00290	R00082	E01704
E00668	R00055	E01253
E00746	R00042	E01540
E00944	R00063	E00904
E01371	R00018	E01089
E00781	R00014	E01864
E01944	R00034	E01181
E00706	R00077	E00806
E01158	R00015	E00381
E00141	R00055	E01055
E00499	R00055	E00279
E00716	R00052	E01684
E01193	R00038	E01218
E00415	R00040	E00213
E00721	R00052	E01008
E00315	R00014	E01866
E00303	R00040	E00184
E00412	R00025	E01357
E01611	R00023	E01988
E00815	R00025	E01816
E00618	R00050	E01503
E01752	R00055	E00028
E01091	R00027	E00940
E00215	R00050	E00444
E00140	R00084	E00928
E01520	R00010	E00074
E01424	R00036	E01053
E01114	R00015	E01713
E01644	R00014	E00132
E00326	R00075	E00926
E01692	R00050	E00581
E01797	R00010	E01670
E01942	R00075	E01405
E00613	R00075	E01264
E01107	R00084	E01432
E00282	R00061	E00989
E01229	R00050	E01476
E00793	R00043	E01373
E01277	R00066	E01268
E00498	R00041	E01589
E01656	R00027	E01220
E01210	R00015	E00957
E01379	R00047	E01683
E01561	R00027	E01858
E01079	R00033	E01231
E01168	R00076	E01145
E01924	R00062	E00873
E00417	R00010	E00599
E00400	R00002	E01008
E00751	R00050	E00436
E01387	R00052	E01942
E00208	R00039	E01656
E00829	R00037	E01644
E01188	R00066	E00891
E00301	R00036	E00146
E01068	R00055	E01461
E00136	R00050	E00603
E00277	R00076	E00340
E01173	R00043	E01447
E00977	R00011	E01605
E01773	R00040	E01882
E00538	R00043	E00838
E00891	R00046	E01613
E00630	R00050	E01705
E00350	R00043	E01527
E01689	R00010	E01836
E01801	R00058	E00570
E01331	R00037	E00596
E01916	R00081	E01780
E00218	R00012	E01907
E00559	R00045	E00586
E01323	R00079	E01665
E01812	R00050	E01050
E00027	R00025	E01151
E00908	R00050	E01381
E00838	R00034	E01494
E01914	R00042	E01882
E00461	R00052	E00196
E00301	R00016	E00269
E00721	R00040	E00269
E00093	R00031	E01433
E00674	R00020	E00766
E00762	R00084	E01573
E00906	R00017	E00258
E00603	R00050	E00034
E00039	R00073	E00141
E00346	R00054	E01273
E00217	R00073	E00052
E01501	R00026	E00933
E01155	R00034	E01123
E00928	R00084	E00140
E01180	R00076	E00729
E01328	R00050	E00173
E01512	R00085	E01887
E00086	R00047	E01343
E00831	R00030	E00053
E00128	R00076	E00697
E00119	R00035	E01104
E00558	R00076	E00344
E01834	R00043	E00388
E01312	R00002	E01156
E00966	R00017	E01162
E00395	R00036	E01270
E01607	R00055	E00707
E01435	R00011	E01569
E00512	R00023	E01655
E00746	R00027	E00722
E00554	R00015	E00650
E00613	R00075	E01272
E01464	R00025	E01681
E01230	R00012	E01594
E00007	R00076	E01132
E00064	R00061	E01799
E00542	R00073	E01982
E00945	R00043	E00961
E00686	R00051	E01503
E01194	R00016	E00050
E00436	R00070	E00067
E01951	R00041	E01516
E01454	R00076	E01285
E00050	R00061	E00787
E00256	R00063	E01989
E00993	R00047	E01485
E01788	R00050	E01437
E01778	R00042	E00256
E01695	R00014	E00240
E00114	R00086	E01675
E01285	R00076	E01454
E01413	R00055	E00129
E01830	R00015	E00138
E01410	R00034	E01986
E00831	R00044	E01405
E00442	R00082	E01554
E00474	R00069	E01137
E00715	R00018	E01995
E00487	R00061	E00004
E01253	R00038	E01406
E01544	R00034	E00781
E01534	R00027	E01787
E00802	R00082	E01514
E01763	R00010	E01553
E01662	R00066	E01498
E01647	R00041	E01533
E00561	R00082	E01347
E01425	R00082	E00198
E01764	R00010	E01951
E01688	R00047	E00715
E01876	R00061	E01862
E01498	R00040	E00890
E01391	R00071	E01879
E01133	R00073	E00318
E01199	R00076	E00371
E00255	R00037	E01772
E01481	R00076	E00613
E00164	R00050	E00144
E01594	R00066	E00310
E01069	R00080	E01794
E00857	R00067	E00085
E01801	R00042	E01640
E00183	R00084	E01353
E01945	R00038	E00599
E01409	R00059	E01292
E01914	R00055	E01912
E00443	R00079	E01608
E01682	R00031	E01253
E01267	R00082	E00467
E00571	R00007	E00427
E00991	R00075	E00691
E00596	R00035	E00113
E00408	R00003	E00512
E00276	R00011	E00215
E00361	R00032	E01355
E01338	R00010	E01944
E00056	R00079	E01011
E01392	R00018	E01522
E00050	R00038	E00248
E00217	R00022	E01830
E01080	R00063	E00241
E00801	R00043	E00517
E01212	R00038	E00370
E01216	R00082	E01438
E01321	R00084	E00994
E00819	R00084	E01171
E00176	R00050	E00737
E00859	R00009	E00561
E00082	R00037	E01866
E00865	R00044	E01849
E00636	R00025	E00543
E00498	R00012	E00312
E01780	R00048	E01169
E01700	R00033	E01554
E01989	R00062	E00243
E00995	R00015	E01135
E00580	R00041	E00394
E01480	R00035	E00144
E00763	R00046	E00635
E00822	R00076	E01724
E00844	R00020	E01251
E01744	R00026	E00792
E01573	R00042	E00679
E01201	R00084	E00844
E00786	R00055	E01424
E01612	R00077	E01449
E01554	R00073	E01939
E00318	R00033	E01140
E00885	R00037	E01022
E00208	R00033	E01717
E01245	R00068	E00205
E00473	R00068	E00349
E01112	R00082	E00437
E00178	R00033	E00244
E01362	R00026	E01116
E00652	R00010	E01751
E01977	R00027	E01082
E01728	R00047	E00180
E00299	R00011	E00811
E01020	R00002	E01726
E00904	R00076	E00631
E01782	R00012	E00619
E00558	R00076	E01612
E01370	R00055	E01093
E00354	R00007	E00718
E00189	R00052	E00082
E01285	R00085	E01787
E00822	R00025	E00910
E00312	R00060	E00603
E01977	R00005	E01050
E01016	R00040	E00144
E01572	R00041	E01530
E01903	R00018	E01518
E00153	R00016	E01669
E00736	R00003	E01414
E01086	R00069	E00731
E00187	R00076	E01578
E01400	R00063	E00342
E01835	R00023	E00506
E01146	R00026	E00014
E00347	R00050	E00992
E01353	R00002	E00130
E00949	R00082	E01776
E00813	R00043	E00764
E00597	R00073	E00538
E01951	R00010	E01764
E00621	R00032	E01404
E01108	R00033	E01580
E00550	R00002	E00982
E01692	R00023	E00160
E01394	R00069	E00742
E00358	R00073	E01999
E00868	R00048	E01438
E01792	R00052	E00947
E01026	R00007	E00496
E01828	R00020	E01526
E00013	R00081	E00556
E01699	R00061	E00067
E01073	R00011	E00523
E00965	R00011	E01204
E01642	R00022	E00979
E01550	R00002	E01735
E01550	R00063	E00011
E00281	R00064	E01081
E00372	R00050	E01105
E00095	R00007	E00079
E01225	R00039	E01761
E01784	R00026	E00464
E00416	R00023	E01504
E01178	R00041	E01706
E00725	R00050	E00061
E00122	R00034	E00718
E00443	R00041	E01064
E01177	R00050	E01993
E00675	R00042	E00563
E00722	R00027	E00746
E01882	R00040	E01893
E00468	R00052	E01868
E00073	R00015	E01743
E01785	R00039	E00434
E00088	R00033	E00697
E00691	R00050	E00997
E00706	R00030	E01556
E00745	R00055	E01969
E01952	R00079	E01658
E00383	R00086	E01331
E00725	R00082	E01777
E01494	R00075	E00920
E00284	R00025	E00927
E00417	R00038	E01365
E01356	R00012	E01831
E01946	R00030	E01021
E01543	R00014	E00914
E00311	R00081	E00473
E01502	R00048	E00794
E00971	R00042	E00902
E00697	R00076	E00128
E01259	R00050	E01999
E00938	R00070	E00110
E00144	R00082	E00985
E01161	R00082	E00276
E00506	R00037	E01975
E01276	R00042	E01124
E01623	R00011	E01353
E01148	R00018	E00443
E01802	R00043	E01980
E00349	R00010	E00129
E01850	R00000	E01045
E00607	R00054	E01204
E01529	R00003	E00430
E00257	R00026	E01987
E00762	R00076	E01378
E00701	R00084	E00460
E00334	R00039	E01181
E00710	R00023	E00681
E01621	R00041	E00643
E01897	R00047	E00563
E00658	R00037	E00598
E00692	R00036	E01159
E00987	R00044	E01243
E00747	R00061	E00710
E01615	R00023	E01558
E00639	R00038	E01577
E01308	R00012	E01582
E01600	R00042	E00998
E00095	R00012	E00653
E00784	R00052	E00204
E01950	R00021	E00328
E00537	R00015	E00293
E01696	R00042	E00787
E00907	R00052	E01768
E00446	R00045	E00245
E01717	R00007	E00624
E01447	R00034	E00727
E01869	R00038	E00268
E00313	R00068	E01428
E00401	R00002	E01593
E00719	R00021	E00288
E00141	R00014	E01601
E00769	R00020	E01071
E01456	R00002	E00531
E00152	R00045	E00479
E01307	R00063	E01569
E01631	R00039	E00789
E01370	R00011	E00030
E00039	R00079	E01827
E00884	R00064	E01999
E01652	R00014	E01790
E01825	R00039	E00677
E01254	R00061	E00898
E00811	R00061	E01631
E01161	R00060	E01159
E01976	R00077	E01769
E01613	R00082	E01878
E01855	R00082	E01199
E01240	R00084	E01462
E01530	R00041	E01572
E01751	R00010	E00652
E01701	R00050	E01693
E01249	R00073	E00203
E00152	R00045	E01861
E00976	R00046	E00383
E01790	R00014	E01652
E00509	R00055	E01525
E00241	R00056	E01127
E01866	R00014	E00315
E00825	R00002	E00221
E00458	R00023	E01482
E00143	R00040	E01961
E01107	R00063	E00616
E00579	R00023	E00630
E01803	R00068	E00279
E01142	R00075	E00005
E01224	R00015	E01359
E01994	R00025	E01604
E00087	R00011	E00269
E00999	R00013	E00093
E01735	R00052	E01195
E00534	R00050	E01672
E00457	R00024	E01570
E00762	R00044	E01379
E00959	R00040	E00286
E00677	R00016	E00231
E01779	R00014	E01168
E01369	R00052	E01485
E01745	R00034	E00030
E01326	R00045	E00249
E00835	R00050	E00729
E00643	R00026	E01525
E01395	R00050	E01525
E01734	R00084	E00486
E00629	R00034	E00017
E01091	R00031	E01871
E00422	R00014	E01424
E00429	R00061	E00828
E01715	R00034	E01599
E00152	R00040	E01344
E00899	R00038	E00646
E01738	R00016	E00810
E01309	R00043	E00449
E01508	R00064	E00099
E00816	R00085	E01454
E00111	R00003	E01765
E01492	R00015	E00266
E00716	R00048	E00598
E01374	R00034	E00463
E01508	R00050	E00454
E00079	R00082	E01346
E00988	R00041	E00594
E01401	R00066	E01255
E01399	R00061	E00477
E00124	R00022	E00449
E00691	R00083	E01863
E00004	R00028	E00818
E00294	R00031	E00804
E00610	R00040	E01432
E01624	R00040	E00470
E01026	R00061	E01514
E00475	R00021	E00068
E00658	R00082	E01450
E01383	R00084	E00204
E00794	R00040	E01241
E00742	R00084	E01357
E01928	R00026	E00248
E00248	R00003	E01770
E01652	R00055	E01042
E01377	R00047	E01871
E01838	R00025	E01139
E01249	R00066	E00821
E01380	R00050	E01911
E01372	R00061	E01886
E01844	R00042	E00438
E00017	R00014	E01871
E01613	R00014	E00740
E00166	R00081	E01298
E00865	R00064	E01951
E00418	R00026	E00945
E00741	R00068	E01794
E01454	R00052	E01785
E01001	R00026	E01021
E00656	R00010	E00039
E01961	R00015	E00751
E01902	R00038	E01100
E00180	R00043	E00886
E01897	R00068	E00781
E00656	R00047	E00543
E01304	R00055	E01369
E01785	R00018	E01197
E00741	R00011	E01431
E00826	R00050	E00004
E01908	R00068	E00827
E00848	R00055	E00025
E01323	R00021	E01237
E00330	R00042	E01954
E00820	R00012	E01392
E01472	R00079	E00663
E01653	R00076	E01624
E00267	R00056	E01489
E00385	R00051	E00165
E00211	R00058	E01673
E00300	R00061	E00923
E00845	R00045	E00519
E01049	R00065	E00937
E01308	R00050	E01246
E01985	R00040	E00277
E01772	R00068	E01658
E01362	R00054	E01765
E01970	R00082	E01141
E01626	R00024	E01821
E00322	R00003	E00855
E00536	R00023	E01942
E01111	R00046	E01279
E00364	R00026	E01497
E00287	R00034	E00346
E00934	R00023	E01743
E01513	R00076	E01332
E01842	R00028	E00632
E01617	R00026	E00609
E00409	R00075	E01251
E01118	R00062	E00063
E01435	R00047	E00619
E01380	R00042	E01533
E01396	R00077	E00441
E00251	R00011	E00540
E00148	R00026	E00310
E01374	R00023	E01750
E00769	R00037	E01015
E01392	R00062	E00043
E00240	R00082	E01229
E01145	R00010	E01246
E01866	R00050	E01977
E00519	R00076	E00580
E00078	R00025	E01603
E01122	R00082	E01352
E01008	R00008	E00509
E00722	R00043	E00789
E00051	R00084	E01828
E01455	R00065	E01865
E01668	R00043	E01188
E01006	R00052	E00989
E01622	R00002	E01907
E00803	R00022	E00730
E01353	R00022	E01923
E01334	R00055	E01433
E01911	R00062	E00544
E00527	R00002	E01645
E00283	R00026	E01964
E00366	R00026	E01667
E01107	R00038	E00210
E00179	R00038	E00459
E01901	R00020	E01209
E01571	R00073	E01806
E01162	R00017	E00966
E01468	R00043	E00601
E01480	R00033	E01356
E01127	R00018	E00444
E00680	R00037	E01624
E01363	R00064	E00414
E01787	R00043	E00152
E00864	R00017	E01282
E00781	R00035	E01436
E01655	R00050	E01971
E01047	R00007	E00851
E00703	R00029	E01396
E00200	R00050	E00503
E01207	R00040	E00841
E00676	R00026	E01767
E01158	R00050	E01889
E00678	R00043	E01809
E00793	R00050	E00422
E00067	R00014	E01717
E00269	R00016	E00301
E00509	R00076	E00123
E01114	R00067	E00328
E01514	R00043	E01677
E01512	R00043	E00843
E00274	R00047	E01213
E01189	R00037	E00510
E00713	R00024	E00231
E01836	R00018	E00902
E00897	R00038	E01490
E01021	R00034	E00384
E01994	R00023	E00533
E00775	R00030	E01638
E00509	R00063	E00318
E00864	R00003	E00761
E00480	R00018	E01723
E00277	R00073	E01417
E00444	R00038	E01235
E01390	R00055	E00190
E00788	R00042	E00909
E01020	R00058	E01896
E01990	R00000	E00526
E01929	R00043	E01645
E01568	R00052	E01071
E00749	R00023	E00261
E01432	R00014	E01447
E01934	R00026	E01978
E01976	R00002	E01871
E00421	R00040	E01133
E00166	R00042	E01178
E01290	R00014	E01636
E00025	R00034	E01463
E01256	R00018	E00129
E00697	R00033	E00088
E00836	R00020	E00769
E00947	R00011	E00205
E01198	R00084	E00651
E01785	R00022	E01116
E01945	R00001	E01376
E01146	R00040	E00844
E01838	R00079	E00314
E00066	R00061	E00080
E00170	R00078	E01794
E00742	R00060	E00901
E00678	R00004	E01264
E01544	R00061	E00669
E01638	R00030	E00775
E00874	R00060	E01066
E01422	R00084	E01690
E01050	R00050	E00678
E01606	R00031	E00749
E00415	R00081	E01659
E00564	R00082	E00911
E01904	R00084	E01489
E00960	R00015	E00784
E00816	R00084	E00725
E01072	R00075	E00855
E00968	R00084	E01157
E00981	R00082	E01252
E01983	R00076	E01301
E00905	R00031	E01293
E01903	R00040	E00793
E01243	R00002	E00400
E01255	R00030	E01151
E01122	R00084	E01551
E01103	R00038	E01324
E00415	R00079	E01135
E00168	R00061	E00095
E00368	R00001	E00321
E00984	R00016	E01645
E00821	R00037	E01032
E00825	R00026	E01012
E01920	R00052	E01370
E01748	R00038	E00357
E00949	R00060	E01134
E01526	R00020	E01828
E01239	R00054	E01378
E01365	R00010	E01937
E01123	R00081	E01529
E01439	R00014	E00137
E00420	R00015	E01382
E01293	R00012	E01238
E01018	R00076	E01043
E00838	R00052	E01709
E01433	R00079	E01855
E00875	R00048	E00432
E01248	R00063	E00251
E00305	R00023	E00131
E01340	R00040	E00136
E00252	R00003	E00325
E00966	R00041	E00630
E00401	R00043	E00339
E00213	R00028	E01772
E01830	R00045	E00730
E00770	R00024	E00024
E01653	R00054	E00821
E00434	R00082	E01757
E01035	R00037	E00562
E00071	R00040	E00944
E00673	R00042	E01527
E01780	R00076	E00080
E00441	R00077	E01396
E01943	R00034	E00475
E00129	R00042	E01829
E01748	R00003	E01672
E01286	R00025	E01132
E00188	R00050	E01447
E00492	R00036	E01616
E00102	R00038	E01204
E00657	R00079	E00760
E01108	R00050	E01113
E01968	R00050	E01240
E01381	R00002	E00649
E01217	R00029	E00659
E01286	R00027	E01182
E01299	R00084	E00165
E00645	R00020	E01529
E00070	R00002	E01035
E01626	R00033	E01585
E01149	R00063	E01721
E01761	R00058	E00093
E00250	R00079	E00668
E01483	R00002	E00840
E00108	R00040	E01643
E01505	R00023	E00410
E01345	R00015	E01366
E01829	R00042	E00129
E01298	R00081	E00166
E01872	R00022	E00257
E00256	R00018	E00854
E01143	R00014	E01651
E01353	R00023	E01486
E00469	R00076	E01180
E00715	R00047	E00816
E01974	R00069	E01892
E01667	R00031	E00934
E00436	R00003	E01989
E00805	R00076	E01014
E00398	R00082	E01235
E01691	R00082	E01513
E00287	R00034	E01135
E00302	R00038	E00803
E00253	R00079	E01217
E01052	R00010	E01757
E00910	R00042	E01126
E01580	R00052	E00924
E01279	R00025	E00383
E00955	R00026	E01085
E00197	R00040	E01029
E01001	R00069	E01420
E01371	R00045	E00130
E00545	R00045	E01904
E01441	R00032	E01143
E00099	R00033	E01982
E00878	R00039	E01128
E01495	R00034	E01360
E01040	R00026	E00996
E01263	R00056	E01926
E01073	R00030	E01081
E01778	R00061	E01829
E01396	R00029	E00703
E00624	R00027	E01130
E00426	R00061	E01543
E00310	R00036	E01785
E00096	R00040	E01413
E01286	R00042	E01462
E01154	R00048	E01413
E00199	R00032	E01941
E01052	R00051	E01057
E00591	R00034	E01661
E00730	R00079	E01506
E00830	R00064	E00397
E00567	R00050	E00028
E01684	R00026	E01000
E01718	R00014	E01438
E01408	R00002	E01750
E00955	R00082	E01616
E00448	R00039	E01725
E00538	R00043	E00020
E00342	R00026	E00935
E01779	R00079	E01508
E01967	R00055	E00444
E01529	R00043	E00850
E01530	R00034	E00688
E00190	R00063	E01546
E00321	R00012	E01227
E01162	R00050	E00605
E01823	R00076	E01442
E01048	R00045	E01591
E01587	R00002	E01531
E01511	R00061	E01349
E01587	R00052	E01734
E00904	R00003	E01977
E01321	R00060	E01972
E00073	R00050	E00004
E01412	R00015	E00493
E01397	R00052	E00918
E00971	R00038	E01037
E00148	R00073	E01474
E00742	R00069	E01394
E01993	R00064	E01569
E00256	R00022	E00981
E01097	R00084	E01653
E01922	R00086	E00016
E00343	R00050	E00725
E00045	R00038	E01457
E01252	R00084	E01759
E00471	R00067	E00185
E00547	R00069	E00633
E01123	R00015	E01979
E00877	R00025	E01025
E01844	R00043	E01925
E01012	R00040	E01733
E00113	R00063	E01396
E01460	R00042	E01113
E00425	R00014	E01422
E00087	R00040	E00432
E00495	R00059	E00774
E01815	R00076	E00443
E00636	R00026	E00759
E01394	R00026	E00018
E01897	R00079	E00880
E00868	R00055	E01996
E01977	R00050	E01866
E00069	R00011	E00699
E00481	R00084	E01432
E00904	R00055	E00389
E01738	R00015	E01175
E00827	R00052	E00244
E00472	R00020	E00449
E01277	R00009	E01738
E00563	R00033	E01476
E01996	R00061	E00306
E00671	R00034	E01806
E01137	R00010	E00435
E00113	R00069	E01697
E01905	R00044	E00455
E01903	R00010	E00000
E01283	R00043	E01519
E00929	R00069	E01972
E00354	R00030	E01503
E00839	R00042	E00628
E00868	R00077	E01145
E01975	R00012	E01681
E00159	R00040	E01620
E01425	R00075	E01973
E00669	R00012	E00712
E01943	R00059	E01908
E00558	R00063	E00156
E00123	R00050	E00685
E00307	R00040	E00004
E00154	R00015	E01732
E01727	R00034	E00232
E00080	R00052	E01894
E01730	R00075	E01223
E01476	R00034	E00789
E00634	R00079	E00723
E00486	R00035	E01901
E00878	R00026	E00086
E01318	R00085	E00068
E01987	R00024	E00999
E01711	R00076	E00427
E01774	R00033	E00324
E01834	R00045	E00950
E01933	R00020	E01309
E01458	R00015	E00336
E01349	R00069	E00257
E00293	R00045	E01258
E01481	R00023	E01828
E00213	R00076	E00921
E01765	R00054	E01362
E00888	R00047	E01190
E01498	R00063	E01678
E00822	R00076	E00151
E01341	R00050	E01372
E00923	R00081	E01131
E00949	R00068	E00323
E01199	R00043	E01928
E00785	R00055	E00425
E00577	R00044	E01230
E01386	R00025	E01299
E00285	R00012	E00684
E00603	R00064	E01748
E00464	R00061	E00055
E00685	R00050	E00123
E01833	R00040	E01115
E00353	R00061	E01982
E01367	R00025	E00915
E00410	R00023	E01956
E01943	R00083	E01906
E01192	R00030	E00054
E01245	R00084	E00459
E00551	R00043	E01705
E01847	R00044	E01921
E01421	R00085	E00298
E01335	R00002	E01442
E01632	R00038	E00052
E00180	R00055	E00642
E01741	R00084	E00514
E01007	R00028	E01776
E01775	R00011	E00186
E01566	R00014	E00090
E01059	R00076	E00449
E00898	R00073	E00486
E01530	R00023	E01899
E00863	R00066	E00463
E01111	R00066	E01174
E00456	R00018	E00767
E00187	R00055	E00784
E00841	R00007	E01351
E01757	R00061	E00319
E00398	R00084	E01070
E00319	R00002	E00373
E01561	R00047	E01510
E01346	R00037	E00125
E00792	R00018	E01570
E00443	R00076	E01815
E01491	R00023	E01668
E01347	R00015	E01751
E01197	R00079	E00504
E00006	R00050	E00279
E01037	R00077	E01239
E00521	R00075	E01854
E00034	R00071	E00981
E01298	R00002	E00002
E00000	R00010	E01903
E01632	R00016	E00152
E00247	R00023	E00781
E00245	R00038	E00022
E00837	R00012	E00221
E01885	R00034	E01047
E00987	R00047	E00870
E01164	R00041	E00949
E01807	R00040	E00735
E00765	R00041	E00346
E00528	R00061	E00294
E00356	R00079	E01591
E01317	R00062	E01285
E00772	R00026	E01735
E00174	R00068	E01404
E00449	R00059	E01094
E00378	R00075	E01458
E00434	R00039	E01785
E01495	R00026	E01592
E00775	R00071	E01663
E00949	R00066	E01573
E01264	R00004	E00678
E01119	R00007	E01238
E01910	R00020	E01637
E00652	R00078	E01116
E00955	R00017	E01021
E01617	R00036	E01588
E00320	R00084	E00931
E01461	R00075	E01476
E01705	R00015	E01624
E01798	R00016	E00971
E01902	R00061	E00861
E00024	R00071	E01011
E00228	R00053	E01417
E01072	R00068	E01370
E00765	R00054	E01964
E01304	R00061	E01919
E01625	R00019	E01598
E00580	R00045	E01869
E01527	R00042	E01310
E00360	R00062	E01669
E00236	R00023	E01431
E01241	R00040	E01374
E00266	R00014	E01373
E01357	R00015	E01545
E01207	R00076	E00506
E00494	R00011	E00239
E00959	R00038	E00201
E01853	R00047	E01468
E01819	R00081	E01112
E01803	R00025	E01214
E01656	R00037	E00976
E01964	R00052	E00103
E01691	R00084	E00885
E01954	R00039	E00573
E01638	R00082	E01913
E01901	R00022	E00775
E00481	R00063	E01437
E01812	R00040	E01931
E00557	R00050	E01078
E00610	R00023	E00214
E01321	R00050	E01058
E01396	R00002	E00395
E01124	R00042	E01057
E01841	R00060	E00037
E01533	R00039	E00668
E00824	R00083	E00740
E00232	R00083	E01772
E01284	R00024	E00124
E00006	R00001	E00569
E01844	R00010	E00670
E00037	R00082	E00981
E00837	R00050	E00206
E01806	R00073	E01571
E00665	R00008	E01483
E00053	R00042	E01588
E01570	R00079	E00378
E00328	R00047	E01781
E01511	R00052	E01335
E01259	R00045	E00684
E01118	R00012	E01293
E01047	R00031	E00535
E01874	R00062	E00112
E00433	R00037	E00395
E00285	R00009	E01912
E01040	R00026	E00821
E00950	R00045	E01834
E01748	R00064	E00603
E00745	R00048	E01904
E01482	R00010	E01425
E00922	R00026	E01325
E01713	R00018	E01162
E00932	R00061	E00775
E00870	R00079	E01462
E01519	R00078	E01347
E00014	R00040	E01427
E00020	R00063	E01434
E00230	R00034	E01005
E01180	R00015	E01153
E00108	R00034	E01105
E00182	R00061	E01048
E01075	R00059	E00683
E01959	R00084	E00560
E01294	R00032	E01600
E01934	R00046	E00593
E00969	R00011	E01959
E00227	R00075	E00157
E00094	R00043	E00390
E01358	R00061	E00714
E01693	R00045	E00027
E00690	R00026	E00300
E01987	R00067	E01055
E00629	R00023	E00683
E01278	R00034	E00543
E01251	R00075	E01558
E01587	R00038	E00819
E01557	R00042	E00086
E01553	R00010	E01763
E00817	R00033	E00521
E01991	R00064	E00528
E01159	R00036	E00692
E00356	R00050	E00600
E00410	R00007	E01273
E01704	R00012	E00622
E00507	R00046	E01130
E00454	R00022	E01038
E01305	R00034	E00229
E00051	R00051	E01838
E01952	R00082	E01126
E00400	R00026	E00424
E00694	R00082	E00933
E00163	R00025	E00340
E00473	R00026	E01256
E01545	R00035	E00931
E00513	R00084	E01985
E00766	R00030	E01972
E00875	R00002	E00565
E01488	R00002	E00975
E00967	R00002	E00700
E00342	R00050	E01265
E01147	R00063	E00389
E01723	R00018	E00480
E01732	R00002	E01308
E01815	R00042	E00254
E00268	R00002	E01549
E00234	R00048	E00118
E00262	R00052	E00504
E00072	R00085	E00446
E00587	R00036	E00217
E00462	R00068	E00696
E00102	R00023	E00994
E01036	R00075	E00773
E01905	R00081	E00733
E01021	R00061	E01199
E00102	R00002	E01650
E01683	R00047	E01379
E01444	R00039	E00898
E00327	R00079	E01491
E00821	R00082	E01581
E00075	R00037	E00002
E00794	R00077	E00920
E00310	R00037	E00751
E00563	R00075	E01085
E00822	R00075	E01148
E00708	R00011	E00960
E01345	R00084	E00581
E01639	R00023	E00955
E00464	R00042	E01925
E01603	R00029	E01561
E01612	R00028	E00109
E00935	R00030	E01234
E01309	R00076	E00205
E00253	R00063	E00626
E01962	R00075	E01293
E00263	R00018	E01488
E00621	R00079	E00622
E00298	R00085	E01421
E01351	R00024	E01026
E01531	R00077	E01290
E00276	R00085	E00345
E01414	R00014	E01707
E00958	R00012	E01706
E00718	R00033	E01229
E01988	R00061	E01022
E00485	R00038	E01520
E01858	R00082	E01190
E00600	R00069	E00160
E01831	R00002	E00730
E00242	R00063	E01538
E00596	R00054	E00418
E00638	R00082	E01581
E00524	R00055	E01479
E01333	R00037	E01703
E00464	R00043	E00665
E00776	R00042	E00458
E01151	R00030	E01255
E01152	R00075	E01345
E00666	R00036	E01782
E00468	R00002	E01814
E01118	R00082	E01359
E00815	R00040	E01791
E01598	R00050	E01106
E00967	R00018	E01632
E01675	R00086	E00114
E00383	R00018	E00355
E01424	R00014	E00422
E01026	R00061	E01463
E00132	R00023	E00423
E00707	R00011	E01338
E01020	R00014	E00727
E00892	R00011	E00957
E00093	R00013	E00999
E01834	R00073	E00261
E00981	R00052	E00334
E00303	R00064	E01968
E01847	R00047	E01105
E00037	R00043	E00838
E00275	R00015	E00564
E01729	R00039	E00130
E00431	R00037	E00080
E00329	R00069	E01959
E01645	R00012	E01192
E00411	R00043	E00612
E00022	R00045	E00560
E00857	R00050	E01792
E01004	R00007	E01044
E00014	R00063	E00426
E00671	R00014	E01554
E01954	R00017	E00030
E01186	R00010	E01950
E00913	R00050	E01804
E01410	R00059	E01349
E00511	R00047	E00251
E00391	R00031	E01302
E01607	R00025	E01666
E00875	R00052	E01229
E01863	R00076	E01447
E01850	R00010	E01621
E01279	R00026	E01317
E01845	R00034	E00847
E00782	R00038	E00013
E01860	R00058	E01664
E01363	R00058	E01016
E01564	R00034	E00548
E00015	R00052	E00930
E01094	R00080	E00179
E00816	R00066	E01245
E00075	R00083	E01276
E00973	R00042	E00508
E01287	R00047	E01612
E01625	R00061	E01188
E01978	R00082	E00466
E01463	R00082	E01181
E00646	R00025	E01907
E01080	R00034	E00282
E01630	R00063	E01948
E00652	R00055	E01795
E00013	R00027	E01841
E01158	R00014	E00483
E01972	R00030	E00766
E00682	R00047	E00184
E00757	R00075	E01468
E01071	R00020	E00769
E00644	R00024	E01998
E00962	R00058	E01781
E01595	R00034	E01889
E00437	R00038	E00106
E01373	R00014	E00266
E01232	R00018	E01703
E00411	R00023	E01131
E01616	R00002	E00398
E01280	R00002	E00689
E00528	R00011	E01986
